YEAR,DATE,,EVENT,TYPE,OPP,VENUE,CITY,COUNTRY,NZ.SCORE,OPP.SCORE,COACH,CAPTAIN
1992,Apr 11,,TTO Tour to NZ,,TTO,Manawatu Sports Stadium,Palmerston North,NZL,57,47,L. Gunson,A. Noovao
1992,Apr 7,,TTO Tour to NZ,,TTO,ASB Stadium,Auckland,NZL,52,42,L. Gunson,A. Noovao
1991,Jul 13,,Netball World Cup,Final,AUS,Entertainment Centre,Sydney,AUS,52,53,L. Gunson,W. Taumaunu
1991,Jul 12,,Netball World Cup,Semi-Final,ENG,State Sports Centre,Sydney,AUS,53,33,L. Gunson,W. Taumaunu
1991,Jul 11,,Netball World Cup,,COK,Entertainment Centre,Sydney,AUS,94,40,L. Gunson,W. Taumaunu
1991,Jul 10,,Netball World Cup,,IRL,State Sports Centre,Sydney,AUS,86,26,L. Gunson,W. Taumaunu
1991,Jul 8,,Netball World Cup,,HKG,State Sports Centre,Sydney,AUS,104,14,L. Gunson,W. Taumaunu
1991,Jul 7,,Netball World Cup,,CAN,State Sports Centre,Sydney,AUS,86,24,L. Gunson,W. Taumaunu
1991,Jul 6,,Netball World Cup,,JAM,Entertainment Centre,Sydney,AUS,68,63,L. Gunson,W. Taumaunu
1991,Jul 4,,Netball World Cup,,NAM,State Sports Centre,Sydney,AUS,78,44,L. Gunson,W. Taumaunu
1991,Jul 3,,Netball World Cup,,NIR,State Sports Centre,Sydney,AUS,93,21,L. Gunson,W. Taumaunu
1991,Jul 2,,Netball World Cup,,VAN,State Sports Centre,Sydney,AUS,96,27,L. Gunson,W. Taumaunu
1991,Jul 1,,Netball World Cup,,PNG,State Sports Centre,Sydney,AUS,91,29,L. Gunson,W. Taumaunu
1991,Apr 17,,Three Test Series,,ENG,Dunedin Stadium,Dunedin,NZL,57,44,L. Gunson,W. Taumaunu
1991,Apr 13,,Three Test Series,,ENG,Manawatu Sports Stadium,Palmerston North,NZL,57,25,L. Gunson,W. Taumaunu
1991,Apr 10,,Three Test Series,,ENG,ASB Stadium,Auckland,NZL,56,29,L. Gunson,W. Taumaunu
1990,Jun 19,,Tri-Test Series,Final,AUS,Entertainment Centre,Sydney,AUS,40,52,L. Gunson,W. Taumaunu
1990,Jun 16,,Tri-Test Series,,AUS,Glasshouse,Melbourne,AUS,57,51,L. Gunson,W. Taumaunu
1990,Jun 13,,Tri-Test Series,,ENG,Apollo Stadium,Adelaide,AUS,61,41,L. Gunson,W. Taumaunu
1990,Jun 10,,Tri-Test Series,,ENG,Superdome,Perth,AUS,42,38,L. Gunson,W. Taumaunu
1990,Jun 9,,Tri-Test Series,,AUS,Superdome,Perth,AUS,42,44,L. Gunson,W. Taumaunu
1990,May 2,,Three Test Series,,JAM,ASB Stadium,Auckland,NZL,69,21,L. Gunson,W. Taumaunu
1990,Apr 28,,Three Test Series,,JAM,Manawatu Sports Stadium,Palmerston North,NZL,61,32,L. Gunson,W. Taumaunu
1990,Apr 25,,Three Test Series,,JAM,Dunedin Stadium,Dunedin,NZL,64,35,L. Gunson,W. Taumaunu
1990,Feb 2,,Commonwealth Games,,AUS,Chase Stadium,Auckland,NZL,35,53,L. Gunson,J. Townsend
1989,Jul 27,,World Games,,AUS,Europehalle,Karlsrhue,GER,33,29,L. Gunson,W. Taumaunu
1989,Jul 26,,World Games,,COK,Europehalle,Karlsrhue,GER,58,19,L. Gunson,W. Taumaunu
1989,Jul 25,,World Games,,FIJ,Europehalle,Karlsrhue,GER,67,17,L. Gunson,W. Taumaunu
1989,Jul 24,,World Games,,SCO,Europehalle,Karlsrhue,GER,58,9,L. Gunson,W. Taumaunu
1989,Jul 24,,World Games,,ENG,Europehalle,Karlsrhue,GER,32,24,L. Gunson,W. Taumaunu
1989,May 3,,Three Test Series,,AUS,Dunedin Stadium,Dunedin,NZL,49,37,L. Gunson,W. Taumaunu
1989,Apr 29,,Three Test Series,,AUS,Manawatu Sports Stadium,Palmerston North,NZL,51,47,L. Gunson,W. Taumaunu
1989,Apr 26,,Three Test Series,,AUS,Chase Stadium,Auckland,NZL,47,46,L. Gunson,W. Taumaunu
1988,Nov 28,,NZ Tour to England,,ENG,G-Max Arena,Manchester,ENG,40,30,D. Muir,T. Fear
1988,Nov 26,,NZ Tour to England,,ENG,Wembley Arena,London,ENG,47,25,D. Muir,T. Fear
1988,Nov 23,,NZ Tour to England,,ENG,Gateshead Leisure Centre,Newcastle,ENG,46,27,D. Muir,T. Fear
1988,May 11,,Three Test Series,,TTO,Cowles Stadium,Christchurch,NZL,48,25,D. Muir,T. Fear
1988,May 7,,Three Test Series,,TTO,Manawatu Sports Stadium,Palmerston North,NZL,37,38,D. Muir,T. Fear
1988,May 4,,Three Test Series,,TTO,Chase Stadium,Auckland,NZL,43,40,D. Muir,T. Fear
1987,Aug 28,,Netball World Cup,,TTO,Crownpoint Sports Park,Glasgow,SCO,49,37,D. Muir,L. Gibbs
1987,Aug 27,,Netball World Cup,,ENG,Crownpoint Sports Park,Glasgow,SCO,47,37,D. Muir,L. Gibbs
1987,Aug 26,,Netball World Cup,,AUS,Crownpoint Sports Park,Glasgow,SCO,39,28,D. Muir,L. Gibbs
1987,Aug 25,,Netball World Cup,,ENG,Crownpoint Sports Park,Glasgow,SCO,45,30,D. Muir,L. Gibbs
1987,Aug 24,,Netball World Cup,,SCO,Crownpoint Sports Park,Glasgow,SCO,67,15,D. Muir,L. Gibbs
1987,Aug 22,,Netball World Cup,,WAL,Crownpoint Sports Park,Glasgow,SCO,94,13,D. Muir,L. Gibbs
1987,Aug 21,,Netball World Cup,,MAS,Crownpoint Sports Park,Glasgow,SCO,78,9,D. Muir,L. Gibbs
1987,Aug 20,,Netball World Cup,,BER,Crownpoint Sports Park,Glasgow,SCO,89,8,D. Muir,L. Gibbs
1987,Aug 19,,Netball World Cup,,IRL,Crownpoint Sports Park,Glasgow,SCO,81,16,D. Muir,L. Gibbs
1987,Aug 17,,Netball World Cup,,COK,Crownpoint Sports Park,Glasgow,SCO,78,27,D. Muir,L. Gibbs
1987,Aug 16,,Netball World Cup,,BAR,Crownpoint Sports Park,Glasgow,SCO,53,28,D. Muir,L. Gibbs
1987,May 2,,Three Test Series,,ENG,Stanley Street Tennis Courts,Auckland,NZL,43,36,D. Muir,L. Gibbs
1987,Apr 29,,Three Test Series,,ENG,Manawatu Sports Stadium,Palmerston North,NZL,42,36,D. Muir,L. Gibbs
1987,Apr 25,,Three Test Series,,ENG,Dunedin Stadium,Dunedin,NZL,44,44,D. Muir,L. Gibbs
1986,May 20,,Tri-Test Series,,AUS,Apollo Stadium,Adelaide,AUS,31,28,D. Muir,L. Gibbs
1986,May 20,,Tri-Test Series,,JAM,Apollo Stadium,Adelaide,AUS,58,26,D. Muir,L. Gibbs
1986,May 17,,Tri-Test Series,,JAM,Velodrome,Launceston,AUS,48,35,D. Muir,L. Gibbs
1986,May 17,,Tri-Test Series,,AUS,Velodrome,Launceston,AUS,19,31,D. Muir,L. Gibbs
1986,May 14,,Tri-Test Series,,JAM,State Sports Centre,Sydney,AUS,44,31,D. Muir,L. Gibbs
1986,May 14,,Tri-Test Series,,AUS,State Sports Centre,Sydney,AUS,19,35,D. Muir,L. Gibbs
1986,May 10,,Tri-Test Series,,AUS,Minogue Park,Hamilton,NZL,27,30,D. Muir,L. Gibbs
1986,May 10,,Tri-Test Series,,JAM,Minogue Park,Hamilton,NZL,32,21,D. Muir,L. Gibbs
1986,May 6,,Tri-Test Series,,JAM,Manawatu Sports Stadium,Palmerston North,NZL,40,38,D. Muir,L. Gibbs
1986,May 6,,Tri-Test Series,,AUS,Manawatu Sports Stadium,Palmerston North,NZL,27,33,D. Muir,L. Gibbs
1986,May 3,,Tri-Test Series,,JAM,Cowles Stadium,Christchurch,NZL,39,39,D. Muir,L. Gibbs
1986,May 3,,Tri-Test Series,,AUS,Cowles Stadium,Christchurch,NZL,27,37,D. Muir,L. Gibbs
1985,Aug 4,,World Games,,AUS,Crystal Palace,London,ENG,39,37,D. Muir,L. Gunson
1985,Aug 4,,World Games,,NIR,Crystal Palace,London,ENG,52,15,D. Muir,L. Gunson
1985,Aug 3,,World Games,,ENG,Crystal Palace,London,ENG,34,29,D. Muir,L. Gunson
1985,Aug 3,,World Games,,JAM,Crystal Palace,London,ENG,35,31,D. Muir,L. Gunson
1985,Aug 2,,World Games,,SCO,Crystal Palace,London,ENG,39,8,D. Muir,L. Gunson
1985,Jul 24,,NZ Tour to UK,,SCO,John Wright Sports Centre,Glasgow,SCO,75,14,D. Muir,L. Gunson
1985,Jul 21,,NZ Tour to UK,,SCO,Bellahouston Sports Centre,Glasgow,SCO,64,14,D. Muir,L. Gunson
1985,Jul 19,,NZ Tour to UK,,NIR,Bangor Leisure Centre,Belfast,NIR,69,10,D. Muir,L. Gunson
1985,Jul 17,,NZ Tour to UK,,NIR,Templemore Leisure Centre,Belfast,NIR,63,23,D. Muir,L. Gunson
1985,Feb 10,,TTO Tour to NZ,,TTO,Manawatu Sports Stadium,Palmerston North,NZL,41,36,D. Muir,L. Gunson
1985,Feb 8,,TTO Tour to NZ,,TTO,Stanley Street Tennis Courts,Auckland,NZL,35,30,D. Muir,L. Gunson
1985,Feb 3,,Australia Games,Final,AUS,Festival Hall,Melbourne,AUS,31,27,D. Muir,L. Gunson
1985,Feb 3,,Australia Games,Semi-Final,ENG,Festival Hall,Melbourne,AUS,32,20,D. Muir,L. Gunson
1985,Feb 2,,Australia Games,,TTO,Festival Hall,Melbourne,AUS,37,20,D. Muir,L. Gunson
1985,Feb 2,,Australia Games,,ENG,Festival Hall,Melbourne,AUS,23,19,D. Muir,L. Gunson
1985,Feb 1,,Australia Games,,AUS,Festival Hall,Melbourne,AUS,27,27,D. Muir,L. Gunson
1983,Jun 24,,Netball World Cup,,AUS,National University,Kent Ridge,SIN,42,47,D. Muir,L. Gunson
1983,Jun 22,,Netball World Cup,,ENG,National University,Kent Ridge,SIN,55,34,D. Muir,L. Gunson
1983,Jun 21,,Netball World Cup,,TTO,National University,Kent Ridge,SIN,35,30,D. Muir,L. Gunson
1983,Jun 20,,Netball World Cup,,ENG,National University,Kent Ridge,SIN,51,36,D. Muir,L. Gunson
1983,Jun 18,,Netball World Cup,,SRI,National University,Kent Ridge,SIN,76,19,D. Muir,L. Gunson
1983,Jun 17,,Netball World Cup,,NIR,National University,Kent Ridge,SIN,63,22,D. Muir,L. Gunson
1983,Jun 14,,Netball World Cup,,CAN,National University,Kent Ridge,SIN,76,12,D. Muir,L. Gunson
1983,Jun 13,,Netball World Cup,,JAM,National University,Kent Ridge,SIN,45,42,D. Muir,L. Gunson
1983,Jun 11,,Netball World Cup,,HKG,National University,Kent Ridge,SIN,85,4,D. Muir,L. Gunson
